sample_name	metric	marker	niche	a	b	slope_a	geodiversity_a	slope_b	geodiversity_b	withinamong	distance
1266	weighted	16SrRNA	Shrub	AS3003	AS3031	O1	Homogenous	H1	Heterogenous	among geodiversity	0.2828469947579775
1267	weighted	16SrRNA	Shrub	AS3003	AS3032	O1	Homogenous	H1	Heterogenous	among geodiversity	0.14192063709522967
1268	weighted	16SrRNA	Shrub	AS3003	AS3033	O1	Homogenous	H1	Heterogenous	among geodiversity	0.1469756589978737
1269	weighted	16SrRNA	Shrub	AS3003	AS3034	O1	Homogenous	H1	Heterogenous	among geodiversity	0.16597633214403215
1270	weighted	16SrRNA	Shrub	AS3003	AS3040	O1	Homogenous	H2	Heterogenous	among geodiversity	0.2674048606625814
1271	weighted	16SrRNA	Shrub	AS3003	AS3041	O1	Homogenous	H2	Heterogenous	among geodiversity	0.2131842356980676
1272	weighted	16SrRNA	Shrub	AS3003	AS3042	O1	Homogenous	H2	Heterogenous	among geodiversity	0.2221218642450485
1273	weighted	16SrRNA	Shrub	AS3003	AS3043	O1	Homogenous	H2	Heterogenous	among geodiversity	0.2704409517746144
1274	weighted	16SrRNA	Shrub	AS3003	AS3044	O1	Homogenous	H2	Heterogenous	among geodiversity	0.1461970485852374
1275	weighted	16SrRNA	Shrub	AS3003	AS3050	O1	Homogenous	H3	Heterogenous	among geodiversity	0.17309675739952735
1276	weighted	16SrRNA	Shrub	AS3003	AS3051	O1	Homogenous	H3	Heterogenous	among geodiversity	0.1729817003956233
1277	weighted	16SrRNA	Shrub	AS3003	AS3054	O1	Homogenous	H3	Heterogenous	among geodiversity	0.1576075771601278
1278	weighted	16SrRNA	Shrub	AS3004	AS3010	O1	Homogenous	O2	Homogenous	within Homogenous	0.1910080792540487
1279	weighted	16SrRNA	Shrub	AS3004	AS3011	O1	Homogenous	O2	Homogenous	within Homogenous	0.21952822122531196
1280	weighted	16SrRNA	Shrub	AS3004	AS3012	O1	Homogenous	O2	Homogenous	within Homogenous	0.1634929323047252
1281	weighted	16SrRNA	Shrub	AS3004	AS3013	O1	Homogenous	O2	Homogenous	within Homogenous	0.12469181607282685
1282	weighted	16SrRNA	Shrub	AS3004	AS3014	O1	Homogenous	O2	Homogenous	within Homogenous	0.14972681394185286
1283	weighted	16SrRNA	Shrub	AS3004	AS3020	O1	Homogenous	O3	Homogenous	within Homogenous	0.11600501037036565
1284	weighted	16SrRNA	Shrub	AS3004	AS3021	O1	Homogenous	O3	Homogenous	within Homogenous	0.19622397569213784
1285	weighted	16SrRNA	Shrub	AS3004	AS3022	O1	Homogenous	O3	Homogenous	within Homogenous	0.20538813062095354
1286	weighted	16SrRNA	Shrub	AS3004	AS3023	O1	Homogenous	O3	Homogenous	within Homogenous	0.20427188390361906
1287	weighted	16SrRNA	Shrub	AS3004	AS3024	O1	Homogenous	O3	Homogenous	within Homogenous	0.1943152978105924
1288	weighted	16SrRNA	Shrub	AS3004	AS3031	O1	Homogenous	H1	Heterogenous	among geodiversity	0.1912678198288053
1289	weighted	16SrRNA	Shrub	AS3004	AS3032	O1	Homogenous	H1	Heterogenous	among geodiversity	0.2030305105955512
1290	weighted	16SrRNA	Shrub	AS3004	AS3033	O1	Homogenous	H1	Heterogenous	among geodiversity	0.16645511823241352
1291	weighted	16SrRNA	Shrub	AS3004	AS3034	O1	Homogenous	H1	Heterogenous	among geodiversity	0.15408700351646334
1292	weighted	16SrRNA	Shrub	AS3004	AS3040	O1	Homogenous	H2	Heterogenous	among geodiversity	0.1819573000638378
1293	weighted	16SrRNA	Shrub	AS3004	AS3041	O1	Homogenous	H2	Heterogenous	among geodiversity	0.16967625210180484
1294	weighted	16SrRNA	Shrub	AS3004	AS3042	O1	Homogenous	H2	Heterogenous	among geodiversity	0.17550949994725545
1295	weighted	16SrRNA	Shrub	AS3004	AS3043	O1	Homogenous	H2	Heterogenous	among geodiversity	0.17362062868454087
1296	weighted	16SrRNA	Shrub	AS3004	AS3044	O1	Homogenous	H2	Heterogenous	among geodiversity	0.15787372250752493
1297	weighted	16SrRNA	Shrub	AS3004	AS3050	O1	Homogenous	H3	Heterogenous	among geodiversity	0.18855634169348498
1298	weighted	16SrRNA	Shrub	AS3004	AS3051	O1	Homogenous	H3	Heterogenous	among geodiversity	0.15726090037758533
1299	weighted	16SrRNA	Shrub	AS3004	AS3054	O1	Homogenous	H3	Heterogenous	among geodiversity	0.15683082762620162
1300	weighted	16SrRNA	Intershrub	AS3005	AS3015	O1	Homogenous	O2	Homogenous	within Homogenous	0.17095635513003035
1301	weighted	16SrRNA	Intershrub	AS3005	AS3016	O1	Homogenous	O2	Homogenous	within Homogenous	0.15853999737641075
1302	weighted	16SrRNA	Intershrub	AS3005	AS3017	O1	Homogenous	O2	Homogenous	within Homogenous	0.1584490381740328
1303	weighted	16SrRNA	Intershrub	AS3005	AS3018	O1	Homogenous	O2	Homogenous	within Homogenous	0.14921547770645766
1304	weighted	16SrRNA	Intershrub	AS3005	AS3019	O1	Homogenous	O2	Homogenous	within Homogenous	0.1561748963902635
1305	weighted	16SrRNA	Intershrub	AS3005	AS3025	O1	Homogenous	O3	Homogenous	within Homogenous	0.1858456634225955
1306	weighted	16SrRNA	Intershrub	AS3005	AS3027	O1	Homogenous	O3	Homogenous	within Homogenous	0.2003090595049893
1307	weighted	16SrRNA	Intershrub	AS3005	AS3028	O1	Homogenous	O3	Homogenous	within Homogenous	0.166095483327485
1308	weighted	16SrRNA	Intershrub	AS3005	AS3029	O1	Homogenous	O3	Homogenous	within Homogenous	0.1900894778050688
1309	weighted	16SrRNA	Intershrub	AS3005	AS3035	O1	Homogenous	H1	Heterogenous	among geodiversity	0.1404025056103776
1310	weighted	16SrRNA	Intershrub	AS3005	AS3037	O1	Homogenous	H1	Heterogenous	among geodiversity	0.21229556176166928
1311	weighted	16SrRNA	Intershrub	AS3005	AS3038	O1	Homogenous	H1	Heterogenous	among geodiversity	0.2058482451289236
1312	weighted	16SrRNA	Intershrub	AS3005	AS3039	O1	Homogenous	H1	Heterogenous	among geodiversity	0.1935867076938384
1313	weighted	16SrRNA	Intershrub	AS3005	AS3045	O1	Homogenous	H2	Heterogenous	among geodiversity	0.2498643345903855
1314	weighted	16SrRNA	Intershrub	AS3005	AS3046	O1	Homogenous	H2	Heterogenous	among geodiversity	0.14604220906255375
1315	weighted	16SrRNA	Intershrub	AS3005	AS3047	O1	Homogenous	H2	Heterogenous	among geodiversity	0.1715409591473601
1316	weighted	16SrRNA	Intershrub	AS3005	AS3048	O1	Homogenous	H2	Heterogenous	among geodiversity	0.20275969195947446
1317	weighted	16SrRNA	Intershrub	AS3005	AS3049	O1	Homogenous	H2	Heterogenous	among geodiversity	0.15877264963115395
1318	weighted	16SrRNA	Intershrub	AS3005	AS3055	O1	Homogenous	H3	Heterogenous	among geodiversity	0.16923714557593267
1319	weighted	16SrRNA	Intershrub	AS3005	AS3056	O1	Homogenous	H3	Heterogenous	among geodiversity	0.1457545977335506
1320	weighted	16SrRNA	Intershrub	AS3005	AS3057	O1	Homogenous	H3	Heterogenous	among geodiversity	0.17540238975964553
1321	weighted	16SrRNA	Intershrub	AS3005	AS3058	O1	Homogenous	H3	Heterogenous	among geodiversity	0.14880335243149906
1322	weighted	16SrRNA	Intershrub	AS3006	AS3015	O1	Homogenous	O2	Homogenous	within Homogenous	0.14922956057561945
1323	weighted	16SrRNA	Intershrub	AS3006	AS3016	O1	Homogenous	O2	Homogenous	within Homogenous	0.14353235238562373
1324	weighted	16SrRNA	Intershrub	AS3006	AS3017	O1	Homogenous	O2	Homogenous	within Homogenous	0.15526359827055136
1325	weighted	16SrRNA	Intershrub	AS3006	AS3018	O1	Homogenous	O2	Homogenous	within Homogenous	0.1489015365450359
1326	weighted	16SrRNA	Intershrub	AS3006	AS3019	O1	Homogenous	O2	Homogenous	within Homogenous	0.17170309333721412
1327	weighted	16SrRNA	Intershrub	AS3006	AS3025	O1	Homogenous	O3	Homogenous	within Homogenous	0.2047231625406825
1328	weighted	16SrRNA	Intershrub	AS3006	AS3027	O1	Homogenous	O3	Homogenous	within Homogenous	0.2300858697225673
1329	weighted	16SrRNA	Intershrub	AS3006	AS3028	O1	Homogenous	O3	Homogenous	within Homogenous	0.20044518788915724
1330	weighted	16SrRNA	Intershrub	AS3006	AS3029	O1	Homogenous	O3	Homogenous	within Homogenous	0.2002002968970474
1331	weighted	16SrRNA	Intershrub	AS3006	AS3035	O1	Homogenous	H1	Heterogenous	among geodiversity	0.14657109702510102
1332	weighted	16SrRNA	Intershrub	AS3006	AS3037	O1	Homogenous	H1	Heterogenous	among geodiversity	0.22299864943672373
1333	weighted	16SrRNA	Intershrub	AS3006	AS3038	O1	Homogenous	H1	Heterogenous	among geodiversity	0.19274154047728675
1334	weighted	16SrRNA	Intershrub	AS3006	AS3039	O1	Homogenous	H1	Heterogenous	among geodiversity	0.1981292696025935
1335	weighted	16SrRNA	Intershrub	AS3006	AS3045	O1	Homogenous	H2	Heterogenous	among geodiversity	0.25056190855640115
1336	weighted	16SrRNA	Intershrub	AS3006	AS3046	O1	Homogenous	H2	Heterogenous	among geodiversity	0.17329220017684327
1337	weighted	16SrRNA	Intershrub	AS3006	AS3047	O1	Homogenous	H2	Heterogenous	among geodiversity	0.15393965958833314
1338	weighted	16SrRNA	Intershrub	AS3006	AS3048	O1	Homogenous	H2	Heterogenous	among geodiversity	0.17921423806220546
1339	weighted	16SrRNA	Intershrub	AS3006	AS3049	O1	Homogenous	H2	Heterogenous	among geodiversity	0.1502342796745114
1340	weighted	16SrRNA	Intershrub	AS3006	AS3055	O1	Homogenous	H3	Heterogenous	among geodiversity	0.15999015765556135
1341	weighted	16SrRNA	Intershrub	AS3006	AS3056	O1	Homogenous	H3	Heterogenous	among geodiversity	0.15584111912351634
1342	weighted	16SrRNA	Intershrub	AS3006	AS3057	O1	Homogenous	H3	Heterogenous	among geodiversity	0.1624013038169844
1343	weighted	16SrRNA	Intershrub	AS3006	AS3058	O1	Homogenous	H3	Heterogenous	among geodiversity	0.17733489119016752
1344	weighted	16SrRNA	Intershrub	AS3007	AS3015	O1	Homogenous	O2	Homogenous	within Homogenous	0.1897147068504141
1345	weighted	16SrRNA	Intershrub	AS3007	AS3016	O1	Homogenous	O2	Homogenous	within Homogenous	0.18039946639357707
1346	weighted	16SrRNA	Intershrub	AS3007	AS3017	O1	Homogenous	O2	Homogenous	within Homogenous	0.1846561461450372
1347	weighted	16SrRNA	Intershrub	AS3007	AS3018	O1	Homogenous	O2	Homogenous	within Homogenous	0.16953480883560798
1348	weighted	16SrRNA	Intershrub	AS3007	AS3019	O1	Homogenous	O2	Homogenous	within Homogenous	0.17946628483469426
1349	weighted	16SrRNA	Intershrub	AS3007	AS3025	O1	Homogenous	O3	Homogenous	within Homogenous	0.18200056471442067
1350	weighted	16SrRNA	Intershrub	AS3007	AS3027	O1	Homogenous	O3	Homogenous	within Homogenous	0.20204143826678453
1351	weighted	16SrRNA	Intershrub	AS3007	AS3028	O1	Homogenous	O3	Homogenous	within Homogenous	0.18006909405351976
1352	weighted	16SrRNA	Intershrub	AS3007	AS3029	O1	Homogenous	O3	Homogenous	within Homogenous	0.19660804627596926
1353	weighted	16SrRNA	Intershrub	AS3007	AS3035	O1	Homogenous	H1	Heterogenous	among geodiversity	0.15594059883472094
1354	weighted	16SrRNA	Intershrub	AS3007	AS3037	O1	Homogenous	H1	Heterogenous	among geodiversity	0.20465700061524847
1355	weighted	16SrRNA	Intershrub	AS3007	AS3038	O1	Homogenous	H1	Heterogenous	among geodiversity	0.2063146687475591
1356	weighted	16SrRNA	Intershrub	AS3007	AS3039	O1	Homogenous	H1	Heterogenous	among geodiversity	0.20416462564530224
1357	weighted	16SrRNA	Intershrub	AS3007	AS3045	O1	Homogenous	H2	Heterogenous	among geodiversity	0.2504276475288523
1358	weighted	16SrRNA	Intershrub	AS3007	AS3046	O1	Homogenous	H2	Heterogenous	among geodiversity	0.15443326176121133
1359	weighted	16SrRNA	Intershrub	AS3007	AS3047	O1	Homogenous	H2	Heterogenous	among geodiversity	0.1659188153454821
1360	weighted	16SrRNA	Intershrub	AS3007	AS3048	O1	Homogenous	H2	Heterogenous	among geodiversity	0.20612223905452634
1361	weighted	16SrRNA	Intershrub	AS3007	AS3049	O1	Homogenous	H2	Heterogenous	among geodiversity	0.1533692766507591
1362	weighted	16SrRNA	Intershrub	AS3007	AS3055	O1	Homogenous	H3	Heterogenous	among geodiversity	0.18800792199261449
1363	weighted	16SrRNA	Intershrub	AS3007	AS3056	O1	Homogenous	H3	Heterogenous	among geodiversity	0.15060393855677895
1364	weighted	16SrRNA	Intershrub	AS3007	AS3057	O1	Homogenous	H3	Heterogenous	among geodiversity	0.1907736000481215
1365	weighted	16SrRNA	Intershrub	AS3007	AS3058	O1	Homogenous	H3	Heterogenous	among geodiversity	0.14180394019990472
1366	weighted	16SrRNA	Shrub	AS3010	AS3020	O2	Homogenous	O3	Homogenous	within Homogenous	0.2104293773174907
1367	weighted	16SrRNA	Shrub	AS3010	AS3021	O2	Homogenous	O3	Homogenous	within Homogenous	0.3042850824757731
1368	weighted	16SrRNA	Shrub	AS3010	AS3022	O2	Homogenous	O3	Homogenous	within Homogenous	0.3150419956494163
1369	weighted	16SrRNA	Shrub	AS3010	AS3023	O2	Homogenous	O3	Homogenous	within Homogenous	0.3166914289349029
1370	weighted	16SrRNA	Shrub	AS3010	AS3024	O2	Homogenous	O3	Homogenous	within Homogenous	0.3068219034484141
1371	weighted	16SrRNA	Shrub	AS3010	AS3031	O2	Homogenous	H1	Heterogenous	among geodiversity	0.207633235217872
1372	weighted	16SrRNA	Shrub	AS3010	AS3032	O2	Homogenous	H1	Heterogenous	among geodiversity	0.3018822427462671
1373	weighted	16SrRNA	Shrub	AS3010	AS3033	O2	Homogenous	H1	Heterogenous	among geodiversity	0.27963443081749945
1374	weighted	16SrRNA	Shrub	AS3010	AS3034	O2	Homogenous	H1	Heterogenous	among geodiversity	0.2644928206030349
1375	weighted	16SrRNA	Shrub	AS3010	AS3040	O2	Homogenous	H2	Heterogenous	among geodiversity	0.15937188383878406
1376	weighted	16SrRNA	Shrub	AS3010	AS3041	O2	Homogenous	H2	Heterogenous	among geodiversity	0.158674611274641
1377	weighted	16SrRNA	Shrub	AS3010	AS3042	O2	Homogenous	H2	Heterogenous	among geodiversity	0.1768639588130515
1378	weighted	16SrRNA	Shrub	AS3010	AS3043	O2	Homogenous	H2	Heterogenous	among geodiversity	0.1577289556716813
1379	weighted	16SrRNA	Shrub	AS3010	AS3044	O2	Homogenous	H2	Heterogenous	among geodiversity	0.238235647574204
1380	weighted	16SrRNA	Shrub	AS3010	AS3050	O2	Homogenous	H3	Heterogenous	among geodiversity	0.31396176728691644
1381	weighted	16SrRNA	Shrub	AS3010	AS3051	O2	Homogenous	H3	Heterogenous	among geodiversity	0.2460364995156684
1382	weighted	16SrRNA	Shrub	AS3010	AS3054	O2	Homogenous	H3	Heterogenous	among geodiversity	0.2732500546827669
1383	weighted	16SrRNA	Shrub	AS3011	AS3020	O2	Homogenous	O3	Homogenous	within Homogenous	0.2287167259504887
1384	weighted	16SrRNA	Shrub	AS3011	AS3021	O2	Homogenous	O3	Homogenous	within Homogenous	0.2724041556463877
1385	weighted	16SrRNA	Shrub	AS3011	AS3022	O2	Homogenous	O3	Homogenous	within Homogenous	0.2704235796831025
1386	weighted	16SrRNA	Shrub	AS3011	AS3023	O2	Homogenous	O3	Homogenous	within Homogenous	0.2807169542740996
1387	weighted	16SrRNA	Shrub	AS3011	AS3024	O2	Homogenous	O3	Homogenous	within Homogenous	0.2567358236372242
1388	weighted	16SrRNA	Shrub	AS3011	AS3031	O2	Homogenous	H1	Heterogenous	among geodiversity	0.2956729987429348
1389	weighted	16SrRNA	Shrub	AS3011	AS3032	O2	Homogenous	H1	Heterogenous	among geodiversity	0.19506766595941655
1390	weighted	16SrRNA	Shrub	AS3011	AS3033	O2	Homogenous	H1	Heterogenous	among geodiversity	0.23381613589897604
1391	weighted	16SrRNA	Shrub	AS3011	AS3034	O2	Homogenous	H1	Heterogenous	among geodiversity	0.2182170271012872
1392	weighted	16SrRNA	Shrub	AS3011	AS3040	O2	Homogenous	H2	Heterogenous	among geodiversity	0.26889833962498383
1393	weighted	16SrRNA	Shrub	AS3011	AS3041	O2	Homogenous	H2	Heterogenous	among geodiversity	0.23655280141807866
1394	weighted	16SrRNA	Shrub	AS3011	AS3042	O2	Homogenous	H2	Heterogenous	among geodiversity	0.2405870160447953
1395	weighted	16SrRNA	Shrub	AS3011	AS3043	O2	Homogenous	H2	Heterogenous	among geodiversity	0.2567991449886172
1396	weighted	16SrRNA	Shrub	AS3011	AS3044	O2	Homogenous	H2	Heterogenous	among geodiversity	0.1919382424506348
1397	weighted	16SrRNA	Shrub	AS3011	AS3050	O2	Homogenous	H3	Heterogenous	among geodiversity	0.2513668251627837
1398	weighted	16SrRNA	Shrub	AS3011	AS3051	O2	Homogenous	H3	Heterogenous	among geodiversity	0.2128348661059667
1399	weighted	16SrRNA	Shrub	AS3011	AS3054	O2	Homogenous	H3	Heterogenous	among geodiversity	0.2323716439152252
1400	weighted	16SrRNA	Shrub	AS3012	AS3020	O2	Homogenous	O3	Homogenous	within Homogenous	0.14629902432494754
1401	weighted	16SrRNA	Shrub	AS3012	AS3021	O2	Homogenous	O3	Homogenous	within Homogenous	0.1064570059804316
1402	weighted	16SrRNA	Shrub	AS3012	AS3022	O2	Homogenous	O3	Homogenous	within Homogenous	0.0934123107337936
1403	weighted	16SrRNA	Shrub	AS3012	AS3023	O2	Homogenous	O3	Homogenous	within Homogenous	0.15786104963030387
1404	weighted	16SrRNA	Shrub	AS3012	AS3024	O2	Homogenous	O3	Homogenous	within Homogenous	0.09518717227646974
1405	weighted	16SrRNA	Shrub	AS3012	AS3031	O2	Homogenous	H1	Heterogenous	among geodiversity	0.28595472603219285
1406	weighted	16SrRNA	Shrub	AS3012	AS3032	O2	Homogenous	H1	Heterogenous	among geodiversity	0.1938418188761117
1407	weighted	16SrRNA	Shrub	AS3012	AS3033	O2	Homogenous	H1	Heterogenous	among geodiversity	0.15111572978282128
1408	weighted	16SrRNA	Shrub	AS3012	AS3034	O2	Homogenous	H1	Heterogenous	among geodiversity	0.15705630346722055
1409	weighted	16SrRNA	Shrub	AS3012	AS3040	O2	Homogenous	H2	Heterogenous	among geodiversity	0.2634464897404048
1410	weighted	16SrRNA	Shrub	AS3012	AS3041	O2	Homogenous	H2	Heterogenous	among geodiversity	0.23077599771415136
1411	weighted	16SrRNA	Shrub	AS3012	AS3042	O2	Homogenous	H2	Heterogenous	among geodiversity	0.2507305177541819
1412	weighted	16SrRNA	Shrub	AS3012	AS3043	O2	Homogenous	H2	Heterogenous	among geodiversity	0.2883146898614485
1413	weighted	16SrRNA	Shrub	AS3012	AS3044	O2	Homogenous	H2	Heterogenous	among geodiversity	0.2149836653390148
1414	weighted	16SrRNA	Shrub	AS3012	AS3050	O2	Homogenous	H3	Heterogenous	among geodiversity	0.164804252610886
1415	weighted	16SrRNA	Shrub	AS3012	AS3051	O2	Homogenous	H3	Heterogenous	among geodiversity	0.17824528627902986
1416	weighted	16SrRNA	Shrub	AS3012	AS3054	O2	Homogenous	H3	Heterogenous	among geodiversity	0.137540824407744
1417	weighted	16SrRNA	Shrub	AS3013	AS3020	O2	Homogenous	O3	Homogenous	within Homogenous	0.13055831076744706
1418	weighted	16SrRNA	Shrub	AS3013	AS3021	O2	Homogenous	O3	Homogenous	within Homogenous	0.22403019672512905
1419	weighted	16SrRNA	Shrub	AS3013	AS3022	O2	Homogenous	O3	Homogenous	within Homogenous	0.22810360720658945
1420	weighted	16SrRNA	Shrub	AS3013	AS3023	O2	Homogenous	O3	Homogenous	within Homogenous	0.2399889454869532
1421	weighted	16SrRNA	Shrub	AS3013	AS3024	O2	Homogenous	O3	Homogenous	within Homogenous	0.21770214573857768
1422	weighted	16SrRNA	Shrub	AS3013	AS3031	O2	Homogenous	H1	Heterogenous	among geodiversity	0.20330461814125356
1423	weighted	16SrRNA	Shrub	AS3013	AS3032	O2	Homogenous	H1	Heterogenous	among geodiversity	0.24493868627762175
1424	weighted	16SrRNA	Shrub	AS3013	AS3033	O2	Homogenous	H1	Heterogenous	among geodiversity	0.21448492486947626
1425	weighted	16SrRNA	Shrub	AS3013	AS3034	O2	Homogenous	H1	Heterogenous	among geodiversity	0.18828825249215375
1426	weighted	16SrRNA	Shrub	AS3013	AS3040	O2	Homogenous	H2	Heterogenous	among geodiversity	0.1724270186830545
1427	weighted	16SrRNA	Shrub	AS3013	AS3041	O2	Homogenous	H2	Heterogenous	among geodiversity	0.16309316004617158
1428	weighted	16SrRNA	Shrub	AS3013	AS3042	O2	Homogenous	H2	Heterogenous	among geodiversity	0.16655807677104842
