sample_name	metric	marker	slope	geodiversity	a	b	niche_a	niche_b	withinamong	distance
514	weighted	16SrRNA	O3	Homogeneous	AS3021	AS3024	Shrub	Shrub	within Shrub	0.1257215429415412
515	weighted	16SrRNA	O3	Homogeneous	AS3021	AS3025	Shrub	Intershrub	among niches	0.2428483337873928
516	weighted	16SrRNA	O3	Homogeneous	AS3021	AS3027	Shrub	Intershrub	among niches	0.2625349323318115
517	weighted	16SrRNA	O3	Homogeneous	AS3021	AS3028	Shrub	Intershrub	among niches	0.2158801374476684
518	weighted	16SrRNA	O3	Homogeneous	AS3021	AS3029	Shrub	Intershrub	among niches	0.2091535008370051
519	weighted	16SrRNA	O3	Homogeneous	AS3022	AS3023	Shrub	Shrub	within Shrub	0.15765124948005654
520	weighted	16SrRNA	O3	Homogeneous	AS3022	AS3024	Shrub	Shrub	within Shrub	0.07669135642293426
521	weighted	16SrRNA	O3	Homogeneous	AS3022	AS3025	Shrub	Intershrub	among niches	0.24370050040799499
522	weighted	16SrRNA	O3	Homogeneous	AS3022	AS3027	Shrub	Intershrub	among niches	0.2741191829225155
523	weighted	16SrRNA	O3	Homogeneous	AS3022	AS3028	Shrub	Intershrub	among niches	0.22165921874180386
524	weighted	16SrRNA	O3	Homogeneous	AS3022	AS3029	Shrub	Intershrub	among niches	0.2262363314918513
525	weighted	16SrRNA	O3	Homogeneous	AS3023	AS3024	Shrub	Shrub	within Shrub	0.14542456475778268
526	weighted	16SrRNA	O3	Homogeneous	AS3023	AS3025	Shrub	Intershrub	among niches	0.2410929341366453
527	weighted	16SrRNA	O3	Homogeneous	AS3023	AS3027	Shrub	Intershrub	among niches	0.2746979270167819
528	weighted	16SrRNA	O3	Homogeneous	AS3023	AS3028	Shrub	Intershrub	among niches	0.23260987950647405
529	weighted	16SrRNA	O3	Homogeneous	AS3023	AS3029	Shrub	Intershrub	among niches	0.2296103063731145
530	weighted	16SrRNA	O3	Homogeneous	AS3024	AS3025	Shrub	Intershrub	among niches	0.2327654068130456
531	weighted	16SrRNA	O3	Homogeneous	AS3024	AS3027	Shrub	Intershrub	among niches	0.262103830698049
532	weighted	16SrRNA	O3	Homogeneous	AS3024	AS3028	Shrub	Intershrub	among niches	0.2121639759452284
533	weighted	16SrRNA	O3	Homogeneous	AS3024	AS3029	Shrub	Intershrub	among niches	0.20408781450549515
534	weighted	16SrRNA	O3	Homogeneous	AS3025	AS3027	Intershrub	Intershrub	within Intershrub	0.18887585476813293
535	weighted	16SrRNA	O3	Homogeneous	AS3025	AS3028	Intershrub	Intershrub	within Intershrub	0.17098901354986312
536	weighted	16SrRNA	O3	Homogeneous	AS3025	AS3029	Intershrub	Intershrub	within Intershrub	0.1900771124906806
537	weighted	16SrRNA	O3	Homogeneous	AS3027	AS3028	Intershrub	Intershrub	within Intershrub	0.1327521287286784
538	weighted	16SrRNA	O3	Homogeneous	AS3027	AS3029	Intershrub	Intershrub	within Intershrub	0.17826134427222698
539	weighted	16SrRNA	O3	Homogeneous	AS3028	AS3029	Intershrub	Intershrub	within Intershrub	0.13773292935367512
540	weighted	16SrRNA	H1	Heterogeneous	AS3031	AS3032	Shrub	Shrub	within Shrub	0.2846137419971705
541	weighted	16SrRNA	H1	Heterogeneous	AS3031	AS3033	Shrub	Shrub	within Shrub	0.2545742885717398
542	weighted	16SrRNA	H1	Heterogeneous	AS3031	AS3034	Shrub	Shrub	within Shrub	0.24242579185667185
543	weighted	16SrRNA	H1	Heterogeneous	AS3031	AS3035	Shrub	Intershrub	among niches	0.2353889638718145
544	weighted	16SrRNA	H1	Heterogeneous	AS3031	AS3037	Shrub	Intershrub	among niches	0.32714367709765835
545	weighted	16SrRNA	H1	Heterogeneous	AS3031	AS3038	Shrub	Intershrub	among niches	0.3340064901059889
546	weighted	16SrRNA	H1	Heterogeneous	AS3031	AS3039	Shrub	Intershrub	among niches	0.1958272010763211
547	weighted	16SrRNA	H1	Heterogeneous	AS3032	AS3033	Shrub	Shrub	within Shrub	0.1257311856543185
548	weighted	16SrRNA	H1	Heterogeneous	AS3032	AS3034	Shrub	Shrub	within Shrub	0.1247726834036167
549	weighted	16SrRNA	H1	Heterogeneous	AS3032	AS3035	Shrub	Intershrub	among niches	0.18833304336548734
550	weighted	16SrRNA	H1	Heterogeneous	AS3032	AS3037	Shrub	Intershrub	among niches	0.24167276356730624
551	weighted	16SrRNA	H1	Heterogeneous	AS3032	AS3038	Shrub	Intershrub	among niches	0.2439560888452892
552	weighted	16SrRNA	H1	Heterogeneous	AS3032	AS3039	Shrub	Intershrub	among niches	0.20273222109224545
553	weighted	16SrRNA	H1	Heterogeneous	AS3033	AS3034	Shrub	Shrub	within Shrub	0.09567672825974466
554	weighted	16SrRNA	H1	Heterogeneous	AS3033	AS3035	Shrub	Intershrub	among niches	0.14548019214640345
555	weighted	16SrRNA	H1	Heterogeneous	AS3033	AS3037	Shrub	Intershrub	among niches	0.2060591890269453
556	weighted	16SrRNA	H1	Heterogeneous	AS3033	AS3038	Shrub	Intershrub	among niches	0.19652924543111416
557	weighted	16SrRNA	H1	Heterogeneous	AS3033	AS3039	Shrub	Intershrub	among niches	0.2116876907264536
558	weighted	16SrRNA	H1	Heterogeneous	AS3034	AS3035	Shrub	Intershrub	among niches	0.13429442826208926
559	weighted	16SrRNA	H1	Heterogeneous	AS3034	AS3037	Shrub	Intershrub	among niches	0.20302555683634574
560	weighted	16SrRNA	H1	Heterogeneous	AS3034	AS3038	Shrub	Intershrub	among niches	0.21463431736910266
561	weighted	16SrRNA	H1	Heterogeneous	AS3034	AS3039	Shrub	Intershrub	among niches	0.20882255062205374
562	weighted	16SrRNA	H1	Heterogeneous	AS3035	AS3037	Intershrub	Intershrub	within Intershrub	0.20448507592222767
563	weighted	16SrRNA	H1	Heterogeneous	AS3035	AS3038	Intershrub	Intershrub	within Intershrub	0.2037430645026005
564	weighted	16SrRNA	H1	Heterogeneous	AS3035	AS3039	Intershrub	Intershrub	within Intershrub	0.23293840376053884
565	weighted	16SrRNA	H1	Heterogeneous	AS3037	AS3038	Intershrub	Intershrub	within Intershrub	0.1574618714179589
566	weighted	16SrRNA	H1	Heterogeneous	AS3037	AS3039	Intershrub	Intershrub	within Intershrub	0.29760789601723525
567	weighted	16SrRNA	H1	Heterogeneous	AS3038	AS3039	Intershrub	Intershrub	within Intershrub	0.3029805085836106
568	weighted	16SrRNA	H2	Heterogeneous	AS3040	AS3041	Shrub	Shrub	within Shrub	0.1193978239023234
569	weighted	16SrRNA	H2	Heterogeneous	AS3040	AS3042	Shrub	Shrub	within Shrub	0.14266674224414455
570	weighted	16SrRNA	H2	Heterogeneous	AS3040	AS3043	Shrub	Shrub	within Shrub	0.12443833954938835
571	weighted	16SrRNA	H2	Heterogeneous	AS3040	AS3044	Shrub	Shrub	within Shrub	0.21760376218396255
572	weighted	16SrRNA	H2	Heterogeneous	AS3040	AS3045	Shrub	Intershrub	among niches	0.3269177050539383
573	weighted	16SrRNA	H2	Heterogeneous	AS3040	AS3046	Shrub	Intershrub	among niches	0.21889229667920407
574	weighted	16SrRNA	H2	Heterogeneous	AS3040	AS3047	Shrub	Intershrub	among niches	0.27036139774158313
575	weighted	16SrRNA	H2	Heterogeneous	AS3040	AS3048	Shrub	Intershrub	among niches	0.33153902831442045
576	weighted	16SrRNA	H2	Heterogeneous	AS3040	AS3049	Shrub	Intershrub	among niches	0.21713303311097806
577	weighted	16SrRNA	H2	Heterogeneous	AS3041	AS3042	Shrub	Shrub	within Shrub	0.10199211916018236
578	weighted	16SrRNA	H2	Heterogeneous	AS3041	AS3043	Shrub	Shrub	within Shrub	0.14333089771331697
579	weighted	16SrRNA	H2	Heterogeneous	AS3041	AS3044	Shrub	Shrub	within Shrub	0.1536089463464227
580	weighted	16SrRNA	H2	Heterogeneous	AS3041	AS3045	Shrub	Intershrub	among niches	0.3030399146150367
581	weighted	16SrRNA	H2	Heterogeneous	AS3041	AS3046	Shrub	Intershrub	among niches	0.17063895935572024
582	weighted	16SrRNA	H2	Heterogeneous	AS3041	AS3047	Shrub	Intershrub	among niches	0.22640838166960564
583	weighted	16SrRNA	H2	Heterogeneous	AS3041	AS3048	Shrub	Intershrub	among niches	0.28305312714619074
584	weighted	16SrRNA	H2	Heterogeneous	AS3041	AS3049	Shrub	Intershrub	among niches	0.20069550070349967
585	weighted	16SrRNA	H2	Heterogeneous	AS3042	AS3043	Shrub	Shrub	within Shrub	0.1319787621055087
586	weighted	16SrRNA	H2	Heterogeneous	AS3042	AS3044	Shrub	Shrub	within Shrub	0.15936393435381985
587	weighted	16SrRNA	H2	Heterogeneous	AS3042	AS3045	Shrub	Intershrub	among niches	0.3059953625087192
588	weighted	16SrRNA	H2	Heterogeneous	AS3042	AS3046	Shrub	Intershrub	among niches	0.1913219875210358
589	weighted	16SrRNA	H2	Heterogeneous	AS3042	AS3047	Shrub	Intershrub	among niches	0.23054993885150135
590	weighted	16SrRNA	H2	Heterogeneous	AS3042	AS3048	Shrub	Intershrub	among niches	0.3049950073901144
591	weighted	16SrRNA	H2	Heterogeneous	AS3042	AS3049	Shrub	Intershrub	among niches	0.20630113695242025
592	weighted	16SrRNA	H2	Heterogeneous	AS3043	AS3044	Shrub	Shrub	within Shrub	0.1956871527030115
593	weighted	16SrRNA	H2	Heterogeneous	AS3043	AS3045	Shrub	Intershrub	among niches	0.3447975015704301
594	weighted	16SrRNA	H2	Heterogeneous	AS3043	AS3046	Shrub	Intershrub	among niches	0.2347301278357911
595	weighted	16SrRNA	H2	Heterogeneous	AS3043	AS3047	Shrub	Intershrub	among niches	0.2577815590703604
596	weighted	16SrRNA	H2	Heterogeneous	AS3043	AS3048	Shrub	Intershrub	among niches	0.3415781547175422
597	weighted	16SrRNA	H2	Heterogeneous	AS3043	AS3049	Shrub	Intershrub	among niches	0.2159606873987616
598	weighted	16SrRNA	H2	Heterogeneous	AS3044	AS3045	Shrub	Intershrub	among niches	0.2835781263899644
599	weighted	16SrRNA	H2	Heterogeneous	AS3044	AS3046	Shrub	Intershrub	among niches	0.142747698256507
600	weighted	16SrRNA	H2	Heterogeneous	AS3044	AS3047	Shrub	Intershrub	among niches	0.18004763901409288
601	weighted	16SrRNA	H2	Heterogeneous	AS3044	AS3048	Shrub	Intershrub	among niches	0.24912807962336075
602	weighted	16SrRNA	H2	Heterogeneous	AS3044	AS3049	Shrub	Intershrub	among niches	0.19477755836680602
603	weighted	16SrRNA	H2	Heterogeneous	AS3045	AS3046	Intershrub	Intershrub	within Intershrub	0.2363165593547177
604	weighted	16SrRNA	H2	Heterogeneous	AS3045	AS3047	Intershrub	Intershrub	within Intershrub	0.2482344757111444
605	weighted	16SrRNA	H2	Heterogeneous	AS3045	AS3048	Intershrub	Intershrub	within Intershrub	0.20448664113610066
606	weighted	16SrRNA	H2	Heterogeneous	AS3045	AS3049	Intershrub	Intershrub	within Intershrub	0.2331740309588805
607	weighted	16SrRNA	H2	Heterogeneous	AS3046	AS3047	Intershrub	Intershrub	within Intershrub	0.17323598729709858
608	weighted	16SrRNA	H2	Heterogeneous	AS3046	AS3048	Intershrub	Intershrub	within Intershrub	0.19104992352388508
609	weighted	16SrRNA	H2	Heterogeneous	AS3046	AS3049	Intershrub	Intershrub	within Intershrub	0.17432161759830453
610	weighted	16SrRNA	H2	Heterogeneous	AS3047	AS3048	Intershrub	Intershrub	within Intershrub	0.172004382048195
611	weighted	16SrRNA	H2	Heterogeneous	AS3047	AS3049	Intershrub	Intershrub	within Intershrub	0.1557584982214079
612	weighted	16SrRNA	H2	Heterogeneous	AS3048	AS3049	Intershrub	Intershrub	within Intershrub	0.19867224807828554
613	weighted	16SrRNA	H3	Heterogeneous	AS3050	AS3051	Shrub	Shrub	within Shrub	0.1756059826012606
614	weighted	16SrRNA	H3	Heterogeneous	AS3050	AS3054	Shrub	Shrub	within Shrub	0.10372841001126756
615	weighted	16SrRNA	H3	Heterogeneous	AS3050	AS3055	Shrub	Intershrub	among niches	0.15334719455558254
616	weighted	16SrRNA	H3	Heterogeneous	AS3050	AS3056	Shrub	Intershrub	among niches	0.16953376093867714
617	weighted	16SrRNA	H3	Heterogeneous	AS3050	AS3057	Shrub	Intershrub	among niches	0.15254803768348713
618	weighted	16SrRNA	H3	Heterogeneous	AS3050	AS3058	Shrub	Intershrub	among niches	0.20297271933789995
619	weighted	16SrRNA	H3	Heterogeneous	AS3051	AS3054	Shrub	Shrub	within Shrub	0.13908698417397192
620	weighted	16SrRNA	H3	Heterogeneous	AS3051	AS3055	Shrub	Intershrub	among niches	0.17555533046312607
621	weighted	16SrRNA	H3	Heterogeneous	AS3051	AS3056	Shrub	Intershrub	among niches	0.12709464046840302
622	weighted	16SrRNA	H3	Heterogeneous	AS3051	AS3057	Shrub	Intershrub	among niches	0.19643034952202068
623	weighted	16SrRNA	H3	Heterogeneous	AS3051	AS3058	Shrub	Intershrub	among niches	0.1512245445736467
624	weighted	16SrRNA	H3	Heterogeneous	AS3054	AS3055	Shrub	Intershrub	among niches	0.12838752294436687
625	weighted	16SrRNA	H3	Heterogeneous	AS3054	AS3056	Shrub	Intershrub	among niches	0.13624190781013773
626	weighted	16SrRNA	H3	Heterogeneous	AS3054	AS3057	Shrub	Intershrub	among niches	0.1442281765378567
627	weighted	16SrRNA	H3	Heterogeneous	AS3054	AS3058	Shrub	Intershrub	among niches	0.17322952338508835
628	weighted	16SrRNA	H3	Heterogeneous	AS3055	AS3056	Intershrub	Intershrub	within Intershrub	0.15892250783982811
629	weighted	16SrRNA	H3	Heterogeneous	AS3055	AS3057	Intershrub	Intershrub	within Intershrub	0.19990269019271464
630	weighted	16SrRNA	H3	Heterogeneous	AS3055	AS3058	Intershrub	Intershrub	within Intershrub	0.2214886508095061
631	weighted	16SrRNA	H3	Heterogeneous	AS3056	AS3057	Intershrub	Intershrub	within Intershrub	0.1743665650398327
632	weighted	16SrRNA	H3	Heterogeneous	AS3056	AS3058	Intershrub	Intershrub	within Intershrub	0.12215013914927585
633	weighted	16SrRNA	H3	Heterogeneous	AS3057	AS3058	Intershrub	Intershrub	within Intershrub	0.19804694410307752
