sample_name	metric	marker	slope	geodiversity	a	b	niche_a	niche_b	withinamong	distance
793	unweighted	16SrRNA	H2	Heterogeneous	AS3043	AS3049	Shrub	Intershrub	among niches	0.4996268032663589
794	unweighted	16SrRNA	H2	Heterogeneous	AS3044	AS3045	Shrub	Intershrub	among niches	0.5190663109626983
795	unweighted	16SrRNA	H2	Heterogeneous	AS3044	AS3046	Shrub	Intershrub	among niches	0.3962261502036462
796	unweighted	16SrRNA	H2	Heterogeneous	AS3044	AS3047	Shrub	Intershrub	among niches	0.43130445075141133
797	unweighted	16SrRNA	H2	Heterogeneous	AS3044	AS3048	Shrub	Intershrub	among niches	0.4415165450244492
798	unweighted	16SrRNA	H2	Heterogeneous	AS3044	AS3049	Shrub	Intershrub	among niches	0.4775219696549737
799	unweighted	16SrRNA	H2	Heterogeneous	AS3045	AS3046	Intershrub	Intershrub	within Intershrub	0.4637696594702789
800	unweighted	16SrRNA	H2	Heterogeneous	AS3045	AS3047	Intershrub	Intershrub	within Intershrub	0.5310593481163799
801	unweighted	16SrRNA	H2	Heterogeneous	AS3045	AS3048	Intershrub	Intershrub	within Intershrub	0.4079063559717616
802	unweighted	16SrRNA	H2	Heterogeneous	AS3045	AS3049	Intershrub	Intershrub	within Intershrub	0.5257941689631226
803	unweighted	16SrRNA	H2	Heterogeneous	AS3046	AS3047	Intershrub	Intershrub	within Intershrub	0.4124123885703477
804	unweighted	16SrRNA	H2	Heterogeneous	AS3046	AS3048	Intershrub	Intershrub	within Intershrub	0.41046218344358704
805	unweighted	16SrRNA	H2	Heterogeneous	AS3046	AS3049	Intershrub	Intershrub	within Intershrub	0.44643155086345065
806	unweighted	16SrRNA	H2	Heterogeneous	AS3047	AS3048	Intershrub	Intershrub	within Intershrub	0.44548808257570255
807	unweighted	16SrRNA	H2	Heterogeneous	AS3047	AS3049	Intershrub	Intershrub	within Intershrub	0.3854480588510244
808	unweighted	16SrRNA	H2	Heterogeneous	AS3048	AS3049	Intershrub	Intershrub	within Intershrub	0.4696421800497987
809	unweighted	16SrRNA	H3	Heterogeneous	AS3050	AS3051	Shrub	Shrub	within Shrub	0.4488617477096189
810	unweighted	16SrRNA	H3	Heterogeneous	AS3050	AS3054	Shrub	Shrub	within Shrub	0.4272340605263699
811	unweighted	16SrRNA	H3	Heterogeneous	AS3050	AS3055	Shrub	Intershrub	among niches	0.4371537752132179
812	unweighted	16SrRNA	H3	Heterogeneous	AS3050	AS3056	Shrub	Intershrub	among niches	0.4516684950691395
813	unweighted	16SrRNA	H3	Heterogeneous	AS3050	AS3057	Shrub	Intershrub	among niches	0.3772835302291218
814	unweighted	16SrRNA	H3	Heterogeneous	AS3050	AS3058	Shrub	Intershrub	among niches	0.4746918278253885
815	unweighted	16SrRNA	H3	Heterogeneous	AS3051	AS3054	Shrub	Shrub	within Shrub	0.38586834034866413
816	unweighted	16SrRNA	H3	Heterogeneous	AS3051	AS3055	Shrub	Intershrub	among niches	0.3464009583326024
817	unweighted	16SrRNA	H3	Heterogeneous	AS3051	AS3056	Shrub	Intershrub	among niches	0.4068537572301067
818	unweighted	16SrRNA	H3	Heterogeneous	AS3051	AS3057	Shrub	Intershrub	among niches	0.4351492175115407
819	unweighted	16SrRNA	H3	Heterogeneous	AS3051	AS3058	Shrub	Intershrub	among niches	0.4282512504156761
820	unweighted	16SrRNA	H3	Heterogeneous	AS3054	AS3055	Shrub	Intershrub	among niches	0.3366744966003343
821	unweighted	16SrRNA	H3	Heterogeneous	AS3054	AS3056	Shrub	Intershrub	among niches	0.44903593755051335
822	unweighted	16SrRNA	H3	Heterogeneous	AS3054	AS3057	Shrub	Intershrub	among niches	0.41634618538583457
823	unweighted	16SrRNA	H3	Heterogeneous	AS3054	AS3058	Shrub	Intershrub	among niches	0.4887366498736284
824	unweighted	16SrRNA	H3	Heterogeneous	AS3055	AS3056	Intershrub	Intershrub	within Intershrub	0.467134080457938
825	unweighted	16SrRNA	H3	Heterogeneous	AS3055	AS3057	Intershrub	Intershrub	within Intershrub	0.4217397077312953
826	unweighted	16SrRNA	H3	Heterogeneous	AS3055	AS3058	Intershrub	Intershrub	within Intershrub	0.5076434024722322
827	unweighted	16SrRNA	H3	Heterogeneous	AS3056	AS3057	Intershrub	Intershrub	within Intershrub	0.3809614685587792
828	unweighted	16SrRNA	H3	Heterogeneous	AS3056	AS3058	Intershrub	Intershrub	within Intershrub	0.29242816534424265
829	unweighted	16SrRNA	H3	Heterogeneous	AS3057	AS3058	Intershrub	Intershrub	within Intershrub	0.44265142592033935
